 sex row_number liters_drunk age drink check_number label
7998 "Не указан" 39.0 3 54 Bugbeer 9942 1
7999 ж 96.0 2 60 "Strong beer" 2120 1
8000 "Не указан" 45.0 1 20 Water 7019 0
8001 Ж 49.0 5 44 "Strong beer" 8727 1
8002 M 23.0 3 51 Beerbeer 4054 0
8003 Ж 99.0 5 30 Bugbeer 8770 1
8004 M 32.0 0 29 "Strong beer" 3801 1
8005 M 99.0 2 65 Cola 3895 0
8006 "Не указан" 27.0 4 66 Beerbeer 2809 1
8007 - 13.0 5 48 Water 469 1
8008 M 41.0 4 74 Fanta 2353 0
8009 Ж 52.0 3 57 Fanta 3768 0
8010 -  3 69 Beerbeer 7474 1
8011 м 97.0 -3 74 Beerbeer 3438 0
8012 м 67.0 2 17 Water 6419 0
8013 - 68.0 2 21 Cola 5518 0
8014 м 1.0 4 20 Water 8710 0
8015 M 4.0 0 41 Bugbeer 9220 1
8016 "Не указан" 50.0 5 73 Water 9677 1
8017 ж 80.0 3 71 Beerbeer 8040 1
8018 Ж 8.0 0 74 "Strong beer" 7784 0
8019 Ж 47.0 28367639 71 "Strong beer" 4463 1
8020 ж 53.0 5 44 Water 5434 1
8021 M 16.0 3 18 Water 1539 0
8022 м 88.0 4 43 Fanta 9882 1
8023 ж 48.0 2 39 Fanta 6089 0
8024 - 77.0 0 67 Cola 7856 1
8025 "Не указан" 7.0 5 13 Water 2762 1
8026 "Не указан" 15.0 3 67 Fanta 5293 0
8027 м 95.0 3 74 Beerbeer 3575 0
8028 ж 13.0 0 73 Bugbeer 7531 1
8029 ж 4.0 3 17 Cola 2736 1
8030 м 91.0 3 63 Water 651 1
8031 M 54.0 2 17 Fanta 3410 1
8032 ж 94.0 55631145 70 Beerbeer 7662 0
8033 "Не указан" 96.0 4 33 Fanta 6221 1
8034 - 78.0 1 42 Beerbeer 7093 1
8035 - 86.0 4 69 Cola 3839 0
8036 - 10.0 0 59 Cola 4249 1
8037 Ж 91.0 -1 58 Water 2864 1
8038 "Не указан" 97.0 5 69 "Strong beer" 955 1
8039 "Не указан" 19.0 1 41 Cola 6578 0
8040 Ж 40.0 4 69 Cola 9872 0
8041 Ж 3.0 30551385 34 "Strong beer" 1613 1
8042 ж 50.0 5 51 Cola 1792 1
8043 Ж 14.0 2 62 Beerbeer 72 1
8044 - 88.0 3 63 Beerbeer 529 0
8045 Ж 85.0 1 42 Cola 8043 1
8046 - 67.0 0 34 "Strong beer" 2029 0
8047 - 28.0 3 76 "Strong beer" 3605 0
8048 м 62.0 746402 19 Cola 8052 1
8049 M 85.0 4 43 Fanta 7275 1
8050 ж 30.0 5 69 Beerbeer 6555 0
8051 - 89.0 5 19 Fanta 3333 1
8052 ж 77.0 1 38 Fanta 6620 1
8053 ж 74.0 -3 15 Water 931 1
8054 Ж 24.0 0 33 Fanta 1455 0
8055 M 30.0 5 24 Fanta 2013 0
8056 "Не указан" 94.0 3 32 Water 5124 1
8057 ж 34.0 0 38 Fanta 1903 1
8058 M 50.0 0 21 Fanta 165 0
8059 - 86.0 3 14 Cola 3109 1
8060 ж 28.0 0 59 Water 832 1
8061 - 61.0 5 46 Fanta 4004 1
8062 "Не указан" 1.0 81780147 23 Beerbeer 8071 0
8063 Ж 42.0 2 72 Fanta 7152 1
8064 - 86.0 5 36 "Strong beer" 8352 1
8065 Ж 84.0 0 71 "Strong beer" 4688 1
8066 Ж 24.0 5 16 Water 6348 1
8067 M 32.0 0 80 Beerbeer 1492 1
8068 "Не указан" 16.0 3 31 Beerbeer 4827 0
8069 м  3 69 Beerbeer 7503 1
8070 Ж 27.0 3 38 Water 8755 1
8071 - 100.0 2 26 Beerbeer 6130 1
8072 ж 30.0 4 29 "Strong beer" 8571 1
8073 M 44.0 5 38 "Strong beer" 5315 1
8074 - 92.0 2 38 Fanta 519 0
8075 M 79.0 0 45 Bugbeer 4485 1
8076 м 52.0 97365773 57 Beerbeer 3200 0
8077 M 81.0 0 63 Fanta 8511 1
8078 - 85.0 4 77 "Strong beer" 9516 1
8079 м 3.0 62570050 47 Cola 546 1
8080 ж 44.0 3 45 Bugbeer 1252 1
8081 м 85.0 4 33 Cola 1610 1
8082 - 2.0 3 51 Cola 8469 0
8083 "Не указан" 77.0 2 31 Fanta 4384 1
8084 M 91.0 4 44 Bugbeer 7083 1
8085 м 43.0 0 38 Beerbeer 8429 0
8086 м 6.0 3 40 "Strong beer" 1641 0
8087 Ж 44.0 0 12 Cola 9747 0
8088 - 98.0 1 40 Fanta 8440 0
8089 ж 82.0 2 22 "Strong beer" 1852 0
8090 M 59.0 3 73 Bugbeer 2389 1
8091 - 68.0 -6 54 Bugbeer 7930 1
8092 "Не указан" 86.0 4 19 Fanta 1542 1
8093 м 58.0 3 65 Fanta 5431 1
8094 "Не указан" 84.0 3 48 Water 1044 0
8095 - 75.0 0 20 Fanta 82 0
8096 M 54.0 32751948 36 Cola 5695 0
8097 M 92.0 4 71 Cola 1322 0
8098 - 34.0 2 57 Beerbeer 2980 0
8099 M 27.0 3 37 Cola 4813 0
8100 "Не указан" 44.0 4 48 "Strong beer" 1397 1
8101 - 88.0 5 30 "Strong beer" 4379 1
8102 Ж 61.0 5 52 Water 183 0
8103 м 44.0 0 10 Fanta 6081 1
8104 M 91.0 3 59 "Strong beer" 2005 1
8105 "Не указан" 59.0 4 20 Water 4282 1
8106 ж 79.0 4 65 Water 1353 0
8107 "Не указан" 45.0 1 14 Cola 8311 0
8108 - 19.0 0 19 Water 4171 1
8109 M 33.0 2 67 Water 6710 1
8110 "Не указан" 93.0 3 55 Cola 6531 0
8111 - 28.0 4 39 Cola 9647 1
8112 - 33.0 -6 65 Fanta 7941 0
8113 ж 8.0 4 55 Beerbeer 3904 1
8114 "Не указан" 23.0 1 50 Cola 2158 0
8115 "Не указан" 10.0 0 23 Water 8033 0
8116 м 66.0 4 40 Water 4136 0
8117 м 57.0 1 45 Beerbeer 464 1
8118 M 98.0 -6 64 Bugbeer 4776 0
8119 M 47.0 2 73 Water 1519 0
8120 Ж 87.0 2 75 Cola 1779 1
8121 Ж 92.0 5 50 Cola 8303 1
8122 - 67.0 3 44 Water 7384 0
8123 "Не указан" 39.0 1 61 Bugbeer 6926 0
8124 Ж 60.0 3 24 Fanta 3141 1
8125 "Не указан" 3.0 5 79 Water 1328 0
8126 м 29.0 3 33 Beerbeer 5553 1
8127 м 97.0 2 73 Water 257 0
8128 M 67.0 3 74 Bugbeer 7080 1
8129 - 94.0 1 78 Beerbeer 833 1
8130 м 93.0 3 38 Cola 8507 1
8131 M 7.0 0 45 "Strong beer" 2770 0
8132 ж 87.0 3 59 "Strong beer" 9155 1
8133 ж 36.0 3 47 Bugbeer 4592 1
8134 - 97.0 -5 43 Fanta 4038 0
8135 "Не указан" 41.0 -1 78 Cola 252 1
8136 M 91.0 2 80 Cola 3992 1
8137 ж 64.0 4 59 Cola 7288 1
8138 Ж 33.0 0 17 Cola 6549 1
8139 M 49.0 4 80 Bugbeer 9546 1
8140 Ж 67.0 5 10 Fanta 9808 1
8141 "Не указан" 45.0 3 75 Fanta 4142 1
8142 - 10.0 3 44 Bugbeer 655 0
8143 M 22.0 1 10 Water 7026 1
8144 ж  0 76 Beerbeer 3125 1
8145 м 88.0 0 13 Water 8201 0
8146 м 17.0 3 68 Beerbeer 8528 0
8147 - 11.0 1 24 Water 5021 1
8148 - 95.0 0 41 Fanta 6598 1
8149 - 82.0 4 45 Bugbeer 7308 1
8150 ж 81.0 4 77 Water 5114 0
8151 Ж 21.0 0 57 Fanta 995 0
8152 м 23.0 5 37 Water 5353 1
8153 - 57.0 0 16 Water 4759 1
8154 M 73.0 0 45 Beerbeer 5671 1
8155 "Не указан" 77.0 4 78 "Strong beer" 1033 1
8156 - 13.0 3 33 Fanta 2315 1
8157 "Не указан" 28.0 3 17 Cola 5936 1
8158 - 20.0 2 77 Fanta 50 1
8159 ж 18.0 3 62 Bugbeer 5229 1
8160 M 60.0 0 47 "Strong beer" 2247 1
8161 "Не указан" 74.0 3 59 Beerbeer 5637 0
8162 "Не указан" 76.0 -3 61 Fanta 7896 0
8163 - 32.0 2 10 Cola 9331 0
8164 - 91.0 1 32 "Strong beer" 2088 1
8165 ж 98.0 5 68 Cola 3810 1
8166 м 13.0 2 50 Bugbeer 2915 0
8167 м 25.0 2 42 "Strong beer" 4763 1
8168 "Не указан" 57.0 4 17 Fanta 1006 0
8169 - 24.0 0 57 Fanta 4744 0
8170 - 83.0 5 50 Water 4326 0
8171 ж 99.0 1 33 Beerbeer 837 0
8172 м 33.0 2 24 "Strong beer" 2472 1
8173 Ж 81.0 1 31 "Strong beer" 824 0
8174 м 51.0 5 15 Cola 4621 1
8175 M 40.0 5 54 "Strong beer" 9106 0
8176 - 22.0 2 60 "Strong beer" 5581 1
8177 м 31.0 -3 12 Cola 321 1
8178 - 73.0 4 64 "Strong beer" 7880 1
8179 м 29.0 4 64 Water 371 0
8180 м 95.0 2 76 Cola 8677 1
8181 Ж 64.0 0 41 Cola 6683 1
8182 ж 4.0 3 44 Cola 7168 1
8183 Ж 67.0 4 66 Cola 238 1
8184 Ж 43.0 4 56 Beerbeer 2280 0
8185 ж 39.0 2 40 "Strong beer" 4129 1
8186 Ж 73.0 0 44 Bugbeer 5870 1
8187 Ж 70.0 5 20 Water 1762 0
8188 Ж 50.0 4 65 Bugbeer 812 0
8189 ж 52.0 48229583 14 Cola 2181 1
8190 Ж 28.0 4 45 Fanta 4332 1
8191 - 79.0 2 68 Fanta 9387 0
8192 - 33.0 -6 62 Water 1574 0
8193 Ж 17.0 1 11 Water 5717 0
8194 Ж 34.0 1 70 Water 3008 1
8195 - 48.0 4 51 Water 8431 1
8196 "Не указан" 88.0 5 39 Water 7201 1
8197 - 57.0 4 52 "Strong beer" 55 0
8198 "Не указан" 19.0 74442920 45 Fanta 740 0
8199 Ж 85.0 2 68 Cola 4867 0
8200 - 59.0 1 69 "Strong beer" 9236 1
8201 м 53.0 4 28 Water 8139 1
8202 ж 45.0 0 56 Cola 329 1
8203 M 18.0 1 63 Cola 4276 0
8204 Ж 86.0 2 46 Cola 1859 1
8205 ж 78.0 2 76 "Strong beer" 3074 0
8206 ж 92.0 9979361 64 Bugbeer 9989 0
8207 "Не указан" 93.0 1 23 "Strong beer" 7589 0
8208 "Не указан" 52.0 5 31 Beerbeer 8409 1
8209 ж 39.0 5 11 Water 409 1
8210 M 65.0 4 68 Cola 6759 1
8211 м 85.0 2 52 Fanta 1917 0
8212 Ж 22.0 5 37 Cola 3521 1
8213 Ж 14.0 2 80 Bugbeer 2125 0
8214 Ж 62.0 4 48 Cola 5169 1
8215 M 33.0 3 16 Fanta 9104 1
8216 "Не указан" 37.0 2 40 Water 6316 0
8217 - 14.0 4 19 Cola 2619 1
8218 м 19.0 5 58 Bugbeer 1697 1
8219 ж 100.0 3 78 "Strong beer" 7849 0
8220 - 30.0 1 23 Cola 2543 0
8221 ж 6.0 2 55 Water 7183 0
8222 - 89.0 2 36 Bugbeer 2179 1
8223 м 53.0 3 32 Beerbeer 1177 1
8224 Ж 32.0 4 12 Cola 6102 0
8225 ж 52.0 37861788 14 Fanta 3783 1
8226 Ж 35.0 4 73 Fanta 910 1
8227 Ж 1.0 2 58 Water 5102 0
8228 M 15.0 0 46 "Strong beer" 7297 0
8229 - 14.0 2 74 Water 374 0
8230 "Не указан" 83.0 2 33 Water 961 0
8231 - 11.0 2 77 Beerbeer 5103 0
8232 ж 45.0 3 15 Fanta 1907 0
8233 Ж 44.0 0 35 Fanta 6783 0
8234 м 50.0 0 37 Beerbeer 9495 1
8235 - 16.0 3 43 Beerbeer 1764 1
8236 - 70.0 79719109 49 Bugbeer 6178 0
8237 M 89.0 3 44 Beerbeer 1709 1
8238 - 94.0 95440571 15 Water 3499 0
8239 M 14.0 5 75 Cola 6562 1
8240 - 55.0 1 32 Fanta 5046 1
8241 M 95.0 5 63 "Strong beer" 9111 0
8242 м 39.0 2 24 Fanta 378 1
8243 "Не указан" 84.0 4 26 "Strong beer" 1799 1
8244 Ж 27.0 3 54 Cola 5109 0
8245 Ж 70.0 2 41 Cola 2241 0
8246 "Не указан" 60.0 3 17 Fanta 3207 1
8247 "Не указан" 64.0 3 44 Beerbeer 9005 1
8248 M 78.0 3 42 Bugbeer 9441 1
8249 м 16.0 3 19 Water 6589 0
8250 M 70.0 0 73 Bugbeer 8822 0
8251 M 74.0 0 50 Cola 3736 0
8252 - 87.0 0 60 Cola 4040 0
8253 - 50.0 5 27 Beerbeer 5004 1
8254 "Не указан" 23.0 4 41 "Strong beer" 3797 1
8255 M 99.0 1 69 Cola 1014 1
8256 M  3 49 "Strong beer" 9001 1
8257 - 16.0 1 65 Beerbeer 4531 1
8258 м 93.0 89302165 49 Bugbeer 4107 1
8259 - 14.0 3 23 Fanta 8330 0
8260 M 26.0 5 29 Bugbeer 1938 1
8261 - 1.0 5 79 Bugbeer 5149 0
8262 Ж 64.0 61593909 41 Water 5765 1
8263 Ж 85.0 1 40 "Strong beer" 148 0
8264 "Не указан" 61.0 3 30 Beerbeer 3060 1
8265 - 29.0 0 37 Fanta 6606 0
8266 м 78.0 4 62 Bugbeer 1247 0
8267 Ж 92.0 0 18 Water 49 1
8268 ж 91.0 3 14 Cola 3129 0
8269 Ж 40.0 2 62 "Strong beer" 3105 0
8270 ж 11.0 1 18 Water 5759 1
8271 м 71.0 4 16 Water 7360 0
8272 "Не указан" 73.0 1 63 Bugbeer 3793 1
8273 M 74.0 4 45 Fanta 1237 1
8274 "Не указан" 55.0 1 72 Cola 6669 1
8275 ж 13.0 4 27 Cola 1268 0
8276 ж 38.0 5 47 Cola 8047 1
8277 Ж 51.0 5 71 Beerbeer 9191 0
8278 "Не указан" 25.0 5 39 Water 6956 0
8279 - 43.0 0 67 Cola 5743 0
8280 "Не указан" 8.0 1 23 "Strong beer" 5694 0
8281 Ж 21.0 4 12 Water 3919 1
8282 M 45.0 5 80 Cola 4635 1
8283 - 55.0 0 64 Fanta 1192 0
8284 "Не указан" 5.0 3 80 Cola 1447 0
8285 ж 3.0 3 37 Beerbeer 8355 1
8286 Ж 97.0 -2 71 Cola 271 1
8287 м 92.0 3 29 "Strong beer" 3107 0
8288 M 97.0 3 40 Cola 9107 0
8289 ж 81.0 3 55 "Strong beer" 2227 1
8290 "Не указан" 53.0 0 42 Fanta 4369 0
8291 ж 23.0 0 53 "Strong beer" 1909 0
8292 - 93.0 46519169 77 Beerbeer 7048 0
8293 Ж 89.0 2 61 Bugbeer 7566 0
8294 Ж 14.0 2 71 Water 6151 0
8295 ж 59.0 0 20 Cola 8699 0
8296 M 36.0 1 23 Bugbeer 8524 0
8297 "Не указан" 44.0 1 33 Water 1232 1
8298 м 49.0 26550241 29 "Strong beer" 791 1
8299 м 69.0 0 43 Bugbeer 1594 1
8300 м 51.0 4 39 Cola 6795 0
8301 - 24.0 2 78 Fanta 4342 0
8302 "Не указан" 28.0 73990141 60 Cola 6305 1
8303 "Не указан" 29.0 5 64 Water 2166 0
8304 м 35.0 4 12 Fanta 5940 0
8305 м 43.0 4 14 Water 8097 1
8306 M 37.0 1 63 Cola 9572 1
8307 "Не указан" 70.0 5 10 Cola 2977 1
8308 м 17.0 3 60 Beerbeer 6713 0
8309 ж 47.0 0 18 Water 6391 1
8310 "Не указан" 88.0 3 42 Cola 3623 1
8311 - 48.0 0 19 Fanta 2541 0
8312 - 86.0 0 33 Cola 7418 0
8313 - 23.0 1 43 Cola 9481 1
8314 м 70.0 2 41 Beerbeer 3848 0
8315 M 1.0 -6 35 Beerbeer 1142 1
8316 Ж 67.0 5 59 Bugbeer 6201 0
8317 ж 89.0 3 62 Bugbeer 6689 0
8318 м 43.0 1 45 "Strong beer" 976 1
8319 - 67.0 5 25 Cola 4721 1
8320 - 74.0 1 41 Bugbeer 5927 1
8321 M 1.0 3 39 Beerbeer 7112 1
8322 - 97.0 1 32 Bugbeer 9994 0
8323 Ж 30.0 5 37 Bugbeer 2343 1
8324 - 46.0 0 10 Water 7466 0
8325 M 60.0 -5 62 Cola 3099 1
8326 -  4 12 Water 5308 1
8327 - 73.0 5 39 "Strong beer" 1948 1
8328 м 90.0 4 31 Cola 5196 1
8329 м 6.0 4 57 Bugbeer 6832 1
8330 M 86.0 2 68 Beerbeer 2420 1
8331 Ж 45.0 3 65 Fanta 1978 0
8332 M 80.0 4 50 Water 1053 1
8333 ж  3 21 Water 237 0
8334 ж 29.0 4 78 Bugbeer 6 0
8335 м 83.0 3 73 Beerbeer 261 1
8336 M 55.0 3 30 Water 538 0
8337 - 70.0 3 24 "Strong beer" 2167 0
8338 "Не указан" 5.0 4 40 Water 9665 0
8339 м 3.0 1 24 Water 5814 0
8340 "Не указан" 87.0 5 21 Cola 1739 1
8341 ж 86.0 1 68 Bugbeer 2341 0
8342 м 11.0 87655715 19 Cola 9799 1
8343 Ж 72.0 1 67 Fanta 9033 0
8344 ж 68.0 0 16 Water 8713 1
8345 - 35.0 67810167 71 Water 7475 1
8346 м 42.0 1 70 "Strong beer" 665 1
8347 ж  5 72 Beerbeer 2037 1
8348 Ж 44.0 0 58 Beerbeer 8929 1
8349 ж 18.0 -4 27 Bugbeer 7722 1
8350 м 13.0 0 76 Bugbeer 3855 1
8351 M 12.0 5 50 Bugbeer 444 1
8352 Ж 84.0 3 23 "Strong beer" 132 1
8353 "Не указан" 58.0 1 18 Fanta 1864 1
8354 Ж 16.0 5 52 Water 2329 1
8355 -  4 74 Beerbeer 3693 0
8356 M 78.0 2 11 Fanta 4196 1
8357 Ж 44.0 98107384 74 "Strong beer" 7431 1
8358 ж 81.0 1 61 Water 2082 1
8359 "Не указан" 28.0 4 40 Water 9977 1
8360 Ж 55.0 67654135 25 Beerbeer 6237 1
8361 ж 62.0 1 39 Cola 9537 0
8362 M 80.0 0 27 Bugbeer 3443 0
8363 "Не указан" 52.0 5 80 "Strong beer" 1089 0
8364 ж 63.0 0 75 Water 7046 1
8365 ж 35.0 1 59 Beerbeer 8703 1
8366 M 11.0 5 24 Bugbeer 2324 1
8367 "Не указан" 48.0 1 70 Bugbeer 6545 1
8368 Ж 22.0 5 35 Water 5078 0
8369 Ж 0.0 -6 78 Bugbeer 5659 0
8370 ж 8.0 4 48 Water 9052 0
8371 M 11.0 4 28 Water 5935 1
8372 Ж 83.0 16163908 68 Beerbeer 6971 1
8373 M 84.0 5 35 Cola 3966 0
8374 "Не указан" 1.0 1 78 Beerbeer 7847 0
8375 м 36.0 0 24 Fanta 3882 0
8376 м 39.0 4 24 Fanta 3361 1
8377 M 45.0 4 52 Fanta 7412 1
8378 M 32.0 4 45 Bugbeer 7470 1
8379 M 60.0 5 68 Bugbeer 2075 1
8380 м  4 34 Water 9490 1
8381 M 49.0 4 39 Fanta 1999 1
8382 M 88.0 -6 35 Fanta 5161 0
8383 м 91.0 0 71 Beerbeer 8990 1
8384 ж 93.0 3 43 Cola 8909 0
8385 "Не указан" 7.0 2 51 Beerbeer 827 1
8386 "Не указан" 73.0 5 17 Cola 7747 1
8387 - 35.0 1 23 Water 1039 0
8388 Ж 54.0 0 47 "Strong beer" 4333 0
8389 ж 61.0 0 67 Bugbeer 9737 0
8390 ж 0.0 1 47 Water 484 1
8391 Ж 39.0 -5 35 Cola 3948 1
8392 M 1.0 2 42 Water 3424 0
8393 M 10.0 5 33 Beerbeer 6596 1
8394 - 91.0 1 69 Beerbeer 1215 0
8395 "Не указан" 59.0 3 17 Water 4288 0
8396 Ж 97.0 47062363 32 Beerbeer 4130 1
8397 M 28.0 3 65 Beerbeer 1386 0
8398 м 22.0 4 10 Water 4271 1
8399 ж 2.0 0 80 Beerbeer 1294 1
8400 ж 6.0 1 22 "Strong beer" 9268 1
8401 M 36.0 1 33 Bugbeer 5355 1
8402 м 94.0 0 48 Bugbeer 6040 0
8403 M 18.0 2 52 Cola 2826 0
8404 "Не указан" 32.0 -1 24 Bugbeer 985 1
8405 "Не указан" 72.0 -3 40 Cola 7821 1
8406 "Не указан" 30.0 0 34 Beerbeer 2521 1
8407 "Не указан" 100.0 3 42 Cola 7330 0
8408 - 55.0 5 11 Cola 699 1
8409 "Не указан" 52.0 4 34 "Strong beer" 398 1
8410 M 28.0 4 61 Beerbeer 3776 1
8411 "Не указан" 51.0 4 17 Fanta 504 1
8412 M 74.0 5 61 "Strong beer" 7398 0
8413 "Не указан" 5.0 2 56 "Strong beer" 8763 1
8414 "Не указан" 11.0 3 78 Beerbeer 4817 0
8415 Ж 17.0 5 77 Cola 4318 1
8416 ж 34.0 2 67 Bugbeer 4839 1
8417 ж 84.0 0 38 Beerbeer 6657 0
8418 м 67.0 5 57 "Strong beer" 288 0
8419 "Не указан" 52.0 4 70 "Strong beer" 3409 1
8420 "Не указан" 70.0 5 55 Bugbeer 9581 1
8421 M 40.0 1 29 Water 1207 0
8422 Ж 88.0 5 76 "Strong beer" 3393 1
8423 - 6.0 5 59 Fanta 6099 0
8424 ж 52.0 4 43 Fanta 4856 1
8425 M 13.0 4 47 Bugbeer 3335 1
8426 ж 18.0 30938560 39 "Strong beer" 6682 0
8427 M 34.0 5 54 Cola 4120 1
8428 "Не указан"  1 33 Fanta 1003 0
8429 - 76.0 3 55 "Strong beer" 957 0
8430 M 40.0 1 70 Bugbeer 9292 0
8431 ж 19.0 0 58 Bugbeer 6107 1
8432 ж 9.0 5 71 Fanta 2525 1
8433 м 99.0 1 72 Bugbeer 7949 1
8434 м 80.0 5 29 Beerbeer 6103 1
8435 Ж 44.0 2 79 Beerbeer 5802 0
8436 Ж 54.0 2 40 Cola 4002 1
8437 M 83.0 4 34 Water 3555 1
8438 м 84.0 0 44 "Strong beer" 8209 0
8439 ж  0 23 Beerbeer 9601 1
8440 м 1.0 0 18 Cola 3112 0
8441 - 0.0 2 46 Water 6639 1
8442 ж 46.0 0 37 Water 864 1
8443 M 16.0 4 65 Beerbeer 1275 0
8444 Ж 79.0 5 25 Cola 0 0
8445 ж 18.0 3 41 "Strong beer" 6533 1
8446 ж 10.0 2 30 "Strong beer" 2526 1
8447 ж 72.0 67866263 27 Fanta 4434 0
8448 Ж 3.0 5 16 Fanta 1448 1
8449 ж 77.0 2 45 Beerbeer 8264 1
8450 M  3 33 Water 9529 0
8451 "Не указан" 16.0 0 20 Cola 5435 1
8452 "Не указан" 53.0 0 23 Bugbeer 1942 1
8453 м 47.0 4 58 "Strong beer" 9184 0
8454 ж  2 47 Cola 7734 0
8455 - 92.0 1 27 Cola 9256 0
8456 м 76.0 0 69 "Strong beer" 9496 1
8457 - 85.0 -1 30 "Strong beer" 5040 1
8458 M  0 24 Fanta 71 1
8459 M 68.0 53259896 73 Fanta 4627 1
8460 M 28.0 0 17 Cola 6353 1
8461 Ж 75.0 3 60 Cola 4777 1
8462 M 7.0 1 24 Beerbeer 3162 1
8463 M 39.0 4 25 Cola 683 1
8464 м 45.0 4 60 Cola 4310 1
8465 Ж 45.0 5 47 Bugbeer 8803 1
8466 Ж 47.0 1 56 Fanta 6311 1
8467 M  2 77 Beerbeer 1651 0
8468 Ж 26.0 2 68 Water 3862 0
8469 - 49.0 1 27 Water 5541 0
8470 "Не указан" 76.0 2 23 Cola 1672 0
8471 M 36.0 3 50 Beerbeer 880 1
8472 - 83.0 3 12 Fanta 7547 0
8473 ж 10.0 4 30 Cola 9369 0
8474 Ж 84.0 3 80 Beerbeer 9248 1
8475 м 39.0 2 50 Bugbeer 8815 1
8476 м 26.0 0 37 Fanta 7732 1
8477 м 64.0 0 14 Water 4144 1
8478 Ж 17.0 0 39 Cola 3640 0
8479 - 66.0 1 49 Bugbeer 1647 0
8480 "Не указан" 82.0 1 75 "Strong beer" 6487 0
8481 ж 89.0 3 35 "Strong beer" 8443 1
8482 "Не указан" 92.0 2 44 Water 1012 1
8483 M 48.0 0 74 "Strong beer" 8238 1
8484 M 0.0 2 80 Water 4088 0
8485 м 8.0 0 59 "Strong beer" 4368 1
8486 ж 4.0 62336088 71 Beerbeer 4811 1
8487 - 29.0 2 31 Fanta 1559 1
8488 ж 85.0 -2 14 Water 1494 1
8489 м 51.0 1 22 Beerbeer 4147 1
8490 м 11.0 4 41 Bugbeer 4997 1
8491 "Не указан" 20.0 5 79 Cola 3689 1
8492 "Не указан" 71.0 64921765 47 Bugbeer 8627 1
8493 Ж 100.0 4 11 Water 5086 0
8494 м 17.0 4 37 Water 1220 0
8495 м 4.0 1 70 Cola 8434 1
8496 м 87.0 2 13 Fanta 7049 1
8497 "Не указан" 48.0 0 47 "Strong beer" 892 0
8498 - 46.0 3 10 Cola 6540 1
8499 Ж 83.0 78823997 41 Beerbeer 1 1
8500 ж 95.0 0 50 Water 8369 1
8501 "Не указан" 100.0 1 26 Bugbeer 2456 0
8502 ж  4 45 Water 5092 1
8503 - 41.0 4 23 Fanta 5333 0
8504 - 13.0 -6 11 Fanta 440 1
8505 Ж 22.0 5 79 Bugbeer 1351 1
8506 "Не указан" 98.0 2 78 Cola 3336 1
8507 Ж 85.0 1 74 Water 2785 1
8508 -  1 37 Beerbeer 3655 1
8509 м  2 37 Fanta 2583 0
8510 - 60.0 4 70 Water 6444 1
8511 - 95.0 5 34 "Strong beer" 5788 1
8512 M 45.0 1 54 "Strong beer" 1774 0
8513 м  3 31 Water 8746 1
8514 Ж 46.0 4 76 Bugbeer 4910 0
8515 M 55.0 2 14 Cola 5818 0
8516 Ж  5 26 Beerbeer 5576 1
8517 "Не указан" 98.0 2 79 Cola 1816 1
8518 м 1.0 1 10 Cola 77 1
8519 м 70.0 5 32 Beerbeer 1690 1
8520 ж 94.0 -4 15 Cola 1249 1
8521 ж 66.0 1 25 Cola 9275 1
8522 м 35.0 4 33 Water 8418 1
8523 м 97.0 2 58 Fanta 1848 1
8524 "Не указан" 72.0 5 29 Beerbeer 3354 1
8525 ж 89.0 5 37 Water 5669 0
8526 Ж 97.0 3 50 Water 1257 1
8527 M 19.0 5 78 Water 7234 0
8528 Ж 35.0 1 32 Beerbeer 9785 1
8529 Ж 96.0 1 17 Fanta 7621 1
8530 м 36.0 2 12 Water 2061 1
8531 - 64.0 4 17 Cola 8917 0
8532 Ж 21.0 1 60 Fanta 1782 0
8533 м 100.0 5 47 Bugbeer 9801 1
8534 M  5 58 Bugbeer 583 1
8535 "Не указан" 88.0 1 59 Cola 3878 1
8536 м  4 27 Bugbeer 8907 1
8537 ж 50.0 0 27 Water 7264 1
8538 Ж 12.0 4 46 "Strong beer" 1267 1
8539 Ж 85.0 0 49 Bugbeer 1760 1
8540 ж 9.0 1 56 Water 4798 1
8541 - 14.0 0 77 Beerbeer 1067 0
8542 Ж 1.0 4 72 "Strong beer" 3130 0
8543 Ж 86.0 3 20 Water 2823 1
8544 м 98.0 3 48 Water 1992 0
8545 Ж 11.0 0 65 Bugbeer 6234 1
8546 "Не указан" 3.0 1 36 Fanta 8187 0
8547 M 53.0 -1 21 Bugbeer 9850 0
8548 ж 18.0 4 53 Water 5608 0
8549 - 57.0 1 12 Cola 5020 0
8550 ж 88.0 3 43 Cola 6343 0
8551 ж  4 11 Cola 2278 0
8552 Ж 26.0 0 36 Fanta 6600 1
8553 ж 33.0 5 80 "Strong beer" 3927 1
8554 ж 0.0 5 13 Water 1691 1
8555 м 15.0 4 43 Beerbeer 5837 1
8556 M 35.0 5 34 Fanta 3668 1
8557 "Не указан" 38.0 4 27 Beerbeer 4374 1
8558 ж 54.0 0 70 Water 9 0
8559 "Не указан" 55.0 4 79 "Strong beer" 8310 0
8560 м 12.0 4 71 "Strong beer" 8122 1
8561 - 21.0 1 50 Cola 6565 0
8562 "Не указан" 82.0 2 77 Beerbeer 367 0
8563 M 91.0 -1 41 Fanta 8438 0
8564 M 6.0 1 23 Water 3426 0
8565 "Не указан" 74.0 3 11 Cola 9866 0
